timestamp,what_is_your_age?,what_is_your_gender?,what_is_your_current_year_of_study?,what_is_your_major_or_field_of_study?,what_is_your_current_gpa_or_average_grade?,how_many_hours_do_you_study_per_week?,how_many_assignments_or_deadlines_do_you_have_each_week?,how_often_do_you_attend_classes?,how_much_academic_pressure_do_you_feel?,how_would_you_rate_your_level_of_social_support?,what_is_your_current_living_situation?,do_you_have_a_part_time_job?,do_you_participate_in_extracurricular_activities?,how_would_you_rate_your_sleep_quality?,how_many_hours_of_sleep_do_you_get_per_night?,how_often_do_you_engage_in_physical_activity?,how_would_you_rate_the_quality_of_your_diet?,how_many_hours_do_you_spend_on_screens_phone_computer_tv_per_day?,how_would_you_rate_your_anxiety_levels?,how_would_you_rate_your_depression_symptoms?,what_coping_mechanisms_do_you_use?,how_would_you_rate_your_current_stress_level?
06-10-2024 08:44,18,Male,3,BBA General,5,50,14,Never,2,3,Off-Campus,No,Yes,1,4,Never,1,0,5,3,Playing Games,5
06-10-2024 08:44,28,Male,4,Civil Engineering,9,8,3,Frequently,1,3,With Family,Yes,No,1,8,Never,3,2,4,5,Exercise,0
06-10-2024 08:44,23,Male,5,BBA General,6,33,1,Always,3,1,With Family,Yes,No,2,5,Daily,4,0,3,4,Aggression - punching bag,3
06-10-2024 08:44,18,Female,2,BBA General,5,48,0,Frequently,1,1,On-Campus,No,Yes,2,4,Daily,2,3,4,5,Sleeping,4
06-10-2024 08:44,19,Male,4,BBA General,7,10,0,Rarely,1,2,Off-Campus,No,No,2,7,Never,3,0,3,2,Listening to Music,1
06-10-2024 08:44,30,Male,2,Core Engineering,5,33,3,Rarely,4,5,With Family,No,No,2,5,Rarely,3,9,4,5,Playing Games,3
06-10-2024 08:44,26,Female,1,Core Engineering,9,5,14,Frequently,4,4,Off-Campus,Yes,No,5,7,Rarely,1,6,2,4,Aggression - punching bag,0
06-10-2024 08:44,27,Male,4,Robotics and Automation,7,13,4,Frequently,2,2,On-Campus,No,No,1,7,Sometimes,3,2,2,1,Exercise,1
06-10-2024 08:44,19,Female,4,Law,7,25,3,Sometimes,2,2,Off-Campus,No,No,2,6,Daily,5,8,1,4,Exercise,2
06-10-2024 08:44,26,Male,5,Civil Engineering,6,38,8,Rarely,5,5,Off-Campus,No,No,2,6,Rarely,2,9,3,3,Sleeping,3
06-10-2024 08:44,21,Male,2,Electronics and Communication,9,11,1,Always,5,5,On-Campus,No,No,4,7,Never,5,7,1,1,Exercise,0
06-10-2024 08:44,18,Male,3,Electronics and Communication,7,20,0,Sometimes,1,3,With Family,No,Yes,2,8,Frequently,4,4,4,2,Aggression - punching bag,1
06-10-2024 08:44,23,Female,3,Civil Engineering,9,6,8,Rarely,5,5,With Family,No,No,2,8,Never,3,4,5,4,Listening to Music,0
06-10-2024 08:44,22,Female,2,Civil Engineering,6,22,12,Sometimes,2,4,On-Campus,Yes,Yes,4,5,Frequently,1,8,4,3,Exercise,2
06-10-2024 08:44,23,Male,3,Core Engineering,5,49,9,Always,1,4,Off-Campus,Yes,Yes,5,3,Daily,3,5,5,1,Sleeping,4
06-10-2024 08:44,28,Male,4,BBA General,9,12,13,Rarely,3,1,With Family,No,No,3,7,Daily,5,0,5,2,Playing Games,0
06-10-2024 08:44,22,Male,1,Robotics and Automation,9,5,8,Rarely,4,4,On-Campus,No,Yes,2,8,Daily,4,5,5,5,Sleeping,0
06-10-2024 08:44,18,Female,2,BBA General,4,58,0,Frequently,1,1,On-Campus,No,Yes,2,3,Daily,2,3,4,5,Sleeping,5
06-10-2024 08:44,28,Female,3,Robotics and Automation,7,15,1,Never,2,4,With Family,No,Yes,1,7,Daily,3,5,4,4,Sleeping,1
06-10-2024 08:44,23,Female,4,Core Engineering,7,23,4,Rarely,4,1,Off-Campus,Yes,No,1,7,Never,2,0,5,4,Sleeping,1
06-10-2024 08:44,20,Male,4,Core Engineering,8,11,9,Frequently,4,1,With Family,Yes,Yes,1,7,Daily,1,5,2,2,Playing Games,0
06-10-2024 08:44,26,Female,4,Civil Engineering,6,35,3,Frequently,4,1,On-Campus,Yes,No,5,5,Rarely,2,3,3,1,Sleeping,3
06-10-2024 08:44,18,Female,1,Electronics and Communication,6,34,0,Frequently,5,4,With Family,Yes,No,5,5,Never,3,8,4,3,Aggression - punching bag,3
06-10-2024 08:44,18,Female,3,Law,5,26,4,Rarely,2,2,With Family,Yes,Yes,2,6,Rarely,1,2,1,3,Playing Games,3
06-10-2024 08:44,19,Female,1,Electronics and Communication,4,38,5,Sometimes,2,1,On-Campus,No,No,3,4,Rarely,5,2,2,2,Playing Games,4
06-10-2024 08:44,18,Female,2,Core Engineering,7,10,4,Rarely,5,1,With Family,No,Yes,3,8,Daily,5,4,5,1,Listening to Music,1
06-10-2024 08:44,18,Male,4,Electronics and Communication,8,19,6,Frequently,4,2,On-Campus,Yes,No,4,6,Daily,2,3,1,3,Exercise,1
06-10-2024 08:44,28,Male,5,Law,7,39,5,Never,2,2,With Family,Yes,No,1,5,Daily,1,6,1,5,Playing Games,3
06-10-2024 08:44,19,Female,1,Core Engineering,6,47,11,Rarely,1,5,On-Campus,No,Yes,5,4,Daily,1,0,3,1,Listening to Music,4
06-10-2024 08:44,26,Female,5,Core Engineering,9,7,2,Always,4,2,With Family,No,Yes,2,8,Frequently,2,4,3,2,Playing Games,0
06-10-2024 08:44,24,Female,5,Law,8,13,6,Rarely,4,2,With Family,No,No,5,8,Rarely,1,0,3,2,Listening to Music,1
06-10-2024 08:44,23,Female,4,BBA General,9,13,10,Sometimes,2,1,Off-Campus,No,Yes,1,7,Rarely,2,1,4,1,Listening to Music,0
06-10-2024 08:44,26,Male,2,BBA General,5,55,5,Never,1,2,Off-Campus,No,Yes,2,4,Daily,4,3,3,2,Listening to Music,5
06-10-2024 08:44,23,Female,4,Core Engineering,8,13,4,Rarely,4,1,Off-Campus,Yes,No,1,8,Never,2,0,5,4,Sleeping,0
06-10-2024 08:44,22,Female,5,Civil Engineering,4,59,3,Always,4,2,With Family,Yes,Yes,2,2,Sometimes,1,1,2,4,Playing Games,5
06-10-2024 08:44,20,Male,1,Robotics and Automation,5,57,10,Never,5,3,With Family,Yes,Yes,4,2,Rarely,4,5,2,2,Playing Games,5
06-10-2024 08:44,24,Female,3,Electronics and Communication,5,58,11,Always,2,5,With Family,No,No,3,3,Frequently,3,3,3,3,Sleeping,5
06-10-2024 08:44,22,Male,1,Law,4,41,13,Sometimes,3,2,With Family,Yes,No,5,4,Sometimes,1,3,4,2,Listening to Music,4
06-10-2024 08:44,20,Male,1,Electronics and Communication,8,16,10,Rarely,2,3,On-Campus,No,No,3,7,Sometimes,4,4,3,2,Playing Games,1
06-10-2024 08:44,22,Female,5,Robotics and Automation,7,15,9,Rarely,3,2,On-Campus,Yes,Yes,4,5,Sometimes,5,9,5,2,Sleeping,2
06-10-2024 08:44,21,Female,1,Law,7,33,13,Rarely,3,4,On-Campus,Yes,Yes,2,6,Frequently,1,2,2,2,Aggression - punching bag,3
06-10-2024 08:44,26,Female,5,Core Engineering,4,48,2,Always,4,2,With Family,No,Yes,2,3,Frequently,2,4,3,2,Playing Games,5
06-10-2024 08:44,19,Male,2,Electronics and Communication,5,46,8,Sometimes,2,5,On-Campus,Yes,No,4,5,Daily,3,8,4,5,Aggression - punching bag,4
06-10-2024 08:44,20,Female,1,Law,6,26,13,Never,1,1,On-Campus,Yes,Yes,5,6,Rarely,5,0,1,1,Sleeping,3
06-10-2024 08:44,29,Male,5,Law,5,49,1,Always,4,4,With Family,Yes,Yes,3,3,Frequently,5,5,1,4,Sleeping,4
06-10-2024 08:44,25,Male,1,Robotics and Automation,6,38,10,Sometimes,4,3,With Family,No,No,2,5,Sometimes,1,6,4,5,Sleeping,3
06-10-2024 08:44,25,Male,4,Core Engineering,5,46,13,Rarely,1,4,With Family,No,Yes,2,3,Never,4,5,5,4,Playing Games,5
06-10-2024 08:44,21,Male,1,Robotics and Automation,4,48,3,Always,3,3,Off-Campus,No,No,5,2,Rarely,4,7,4,3,Exercise,5
06-10-2024 08:44,30,Female,1,Civil Engineering,4,58,10,Sometimes,1,5,With Family,No,No,2,4,Never,4,4,1,4,Aggression - punching bag,5
06-10-2024 08:44,28,Male,3,Law,6,39,3,Always,2,3,Off-Campus,No,Yes,4,4,Daily,5,9,1,4,Playing Games,3
06-10-2024 08:44,29,Male,3,Law,8,18,3,Always,2,5,Off-Campus,No,No,1,6,Rarely,5,0,3,2,Exercise,1
06-10-2024 08:44,18,Male,2,Core Engineering,7,15,13,Never,4,5,Off-Campus,No,Yes,3,6,Sometimes,3,7,3,4,Sleeping,1
06-10-2024 08:44,21,Male,4,Civil Engineering,6,20,2,Never,4,1,On-Campus,Yes,No,5,6,Frequently,1,8,1,5,Listening to Music,2
06-10-2024 08:44,18,Male,5,Law,6,17,13,Frequently,5,3,With Family,Yes,No,2,6,Never,5,6,3,5,Sleeping,2
06-10-2024 08:44,22,Male,1,BBA General,9,5,10,Never,1,5,On-Campus,No,Yes,1,8,Rarely,4,7,3,4,Aggression - punching bag,0
06-10-2024 08:44,20,Female,4,Core Engineering,5,38,2,Sometimes,1,4,On-Campus,Yes,No,3,4,Daily,4,2,3,1,Aggression - punching bag,4
06-10-2024 08:44,28,Female,2,Robotics and Automation,7,36,2,Sometimes,5,1,Off-Campus,No,Yes,2,5,Frequently,5,9,5,1,Aggression - punching bag,3
06-10-2024 08:44,21,Male,1,Core Engineering,5,52,14,Never,2,5,On-Campus,Yes,No,5,2,Daily,1,9,2,3,Exercise,5
06-10-2024 08:44,26,Male,2,Robotics and Automation,4,48,5,Never,3,3,With Family,No,No,5,4,Rarely,5,6,3,2,Sleeping,4
06-10-2024 08:44,20,Female,1,Core Engineering,5,45,12,Frequently,1,5,With Family,No,No,4,3,Daily,1,6,3,4,Listening to Music,5
06-10-2024 08:44,28,Female,1,Robotics and Automation,4,59,0,Always,4,3,Off-Campus,No,Yes,4,2,Never,2,7,1,3,Sleeping,5
06-10-2024 08:44,27,Female,4,Law,5,48,13,Sometimes,4,5,On-Campus,No,Yes,4,3,Never,3,2,4,5,Listening to Music,5
06-10-2024 08:44,28,Female,1,Electronics and Communication,6,38,9,Frequently,2,3,With Family,Yes,No,5,5,Never,3,1,1,2,Sleeping,3
06-10-2024 08:44,25,Male,1,BBA General,3,52,2,Frequently,1,5,Off-Campus,Yes,Yes,4,2,Rarely,4,8,2,5,Exercise,5
06-10-2024 08:44,24,Male,5,Electronics and Communication,7,25,7,Rarely,2,5,Off-Campus,No,No,4,6,Sometimes,5,1,2,4,Playing Games,2
06-10-2024 08:44,21,Female,1,Core Engineering,8,18,10,Sometimes,3,5,On-Campus,No,No,5,7,Rarely,3,4,4,5,Playing Games,1
06-10-2024 08:44,25,Male,2,Robotics and Automation,7,21,7,Frequently,2,1,On-Campus,No,Yes,4,5,Frequently,1,2,2,1,Listening to Music,2
06-10-2024 08:44,18,Male,2,Core Engineering,4,48,0,Sometimes,5,3,With Family,No,No,4,3,Daily,4,5,1,1,Listening to Music,5
06-10-2024 08:44,19,Female,3,Law,8,10,0,Rarely,2,4,Off-Campus,No,No,1,8,Sometimes,3,6,5,5,Playing Games,1
06-10-2024 08:44,21,Female,3,Law,5,27,5,Always,4,5,With Family,No,No,1,5,Rarely,2,9,4,5,Listening to Music,3
06-10-2024 08:44,21,Female,4,BBA General,4,56,1,Always,5,2,Off-Campus,Yes,No,4,3,Daily,5,3,4,4,Sleeping,5
06-10-2024 08:44,30,Male,3,Core Engineering,7,21,1,Rarely,3,5,Off-Campus,No,No,3,7,Daily,4,1,1,2,Playing Games,1
06-10-2024 08:44,29,Female,1,Civil Engineering,7,20,14,Never,2,1,On-Campus,Yes,No,4,6,Daily,1,5,3,3,Playing Games,2
06-10-2024 08:44,23,Female,4,Robotics and Automation,6,18,3,Sometimes,2,2,On-Campus,Yes,No,1,6,Daily,3,0,5,1,Listening to Music,2
06-10-2024 08:44,24,Male,2,BBA General,8,19,1,Rarely,1,2,Off-Campus,No,Yes,2,8,Daily,3,4,5,4,Listening to Music,1
06-10-2024 08:44,26,Female,5,Civil Engineering,5,54,3,Always,1,1,On-Campus,No,No,4,4,Sometimes,5,5,1,4,Exercise,5
06-10-2024 08:44,20,Female,4,Core Engineering,6,28,2,Sometimes,1,4,On-Campus,Yes,No,3,5,Daily,4,2,3,1,Aggression - punching bag,3
06-10-2024 08:44,20,Female,1,Core Engineering,9,5,9,Never,5,1,On-Campus,Yes,Yes,5,7,Frequently,1,9,5,2,Listening to Music,0
06-10-2024 08:44,18,Male,2,Civil Engineering,5,55,8,Frequently,3,4,With Family,Yes,Yes,5,2,Daily,3,2,2,3,Exercise,5
06-10-2024 08:44,25,Male,2,BBA General,7,10,10,Always,1,1,Off-Campus,Yes,Yes,3,7,Daily,1,7,5,3,Listening to Music,1
06-10-2024 08:44,19,Female,3,Law,9,11,13,Frequently,5,4,Off-Campus,Yes,No,4,7,Sometimes,2,7,2,1,Playing Games,0
06-10-2024 08:44,21,Male,5,BBA General,9,8,3,Never,3,4,On-Campus,Yes,No,2,8,Never,5,3,4,4,Listening to Music,0
06-10-2024 08:44,27,Male,4,Electronics and Communication,3,48,1,Always,1,2,With Family,No,Yes,2,3,Never,2,3,2,4,Listening to Music,5
06-10-2024 08:44,19,Male,4,Robotics and Automation,6,16,6,Sometimes,4,3,Off-Campus,No,No,1,6,Rarely,3,7,4,2,Playing Games,2
06-10-2024 08:44,29,Female,3,Law,8,8,5,Rarely,5,5,Off-Campus,No,No,5,8,Sometimes,5,9,5,5,Exercise,0
06-10-2024 08:44,18,Male,2,Core Engineering,4,40,13,Never,4,5,Off-Campus,No,Yes,3,3,Sometimes,3,7,3,4,Sleeping,4
06-10-2024 08:44,21,Female,5,Electronics and Communication,5,38,11,Rarely,1,4,On-Campus,No,No,5,3,Frequently,3,8,3,2,Sleeping,4
06-10-2024 08:44,25,Female,1,Robotics and Automation,3,53,14,Sometimes,5,5,With Family,No,Yes,3,3,Never,1,3,5,3,Listening to Music,5
06-10-2024 08:44,26,Female,3,Electronics and Communication,8,18,0,Always,2,1,With Family,Yes,Yes,4,6,Sometimes,2,8,4,4,Sleeping,2
06-10-2024 08:44,24,Female,1,Law,4,48,6,Frequently,5,1,On-Campus,Yes,No,2,3,Sometimes,4,8,4,2,Aggression - punching bag,5
06-10-2024 08:44,28,Male,4,BBA General,8,16,10,Rarely,3,4,Off-Campus,No,No,3,8,Frequently,4,5,2,4,Listening to Music,1
06-10-2024 08:44,27,Male,3,Civil Engineering,6,38,9,Sometimes,2,1,Off-Campus,Yes,Yes,1,5,Sometimes,5,7,1,5,Aggression - punching bag,3
06-10-2024 08:44,30,Male,4,BBA General,5,31,7,Frequently,5,5,Off-Campus,No,Yes,5,5,Daily,1,6,5,3,Aggression - punching bag,3
06-10-2024 08:44,28,Female,1,Electronics and Communication,9,13,9,Frequently,2,3,With Family,Yes,No,5,8,Never,3,1,1,2,Sleeping,0
06-10-2024 08:44,22,Male,1,BBA General,5,48,0,Always,1,4,With Family,Yes,No,3,5,Never,3,8,2,2,Exercise,4
06-10-2024 08:44,30,Female,4,Electronics and Communication,8,15,4,Frequently,5,1,Off-Campus,Yes,No,1,6,Frequently,5,1,5,3,Aggression - punching bag,2
06-10-2024 08:44,18,Female,1,Electronics and Communication,9,11,0,Frequently,5,4,With Family,Yes,No,5,8,Never,3,8,4,3,Aggression - punching bag,0
06-10-2024 08:44,21,Female,2,Core Engineering,7,24,10,Always,5,1,Off-Campus,Yes,No,5,8,Sometimes,1,2,4,1,Playing Games,1
06-10-2024 08:44,23,Female,1,Civil Engineering,4,40,4,Sometimes,3,4,Off-Campus,Yes,Yes,5,3,Never,5,6,2,2,Playing Games,4
06-10-2024 08:44,28,Female,3,Robotics and Automation,6,38,7,Rarely,3,5,Off-Campus,No,No,5,6,Rarely,5,0,2,5,Listening to Music,3
06-10-2024 08:44,26,Male,5,Electronics and Communication,3,51,11,Rarely,2,4,Off-Campus,Yes,Yes,3,3,Daily,1,7,2,4,Sleeping,5
06-10-2024 08:44,21,Male,1,Electronics and Communication,9,11,12,Rarely,4,4,Off-Campus,Yes,Yes,1,8,Frequently,1,6,2,2,Playing Games,0
06-10-2024 08:44,22,Male,3,Electronics and Communication,6,17,8,Never,3,5,With Family,No,No,5,6,Sometimes,4,6,3,1,Aggression - punching bag,2
06-10-2024 08:44,26,Female,2,Law,5,46,7,Sometimes,4,1,Off-Campus,Yes,Yes,5,5,Rarely,1,8,2,2,Listening to Music,4
06-10-2024 08:44,24,Female,2,Civil Engineering,8,20,0,Frequently,1,2,Off-Campus,No,No,1,5,Rarely,3,0,1,5,Sleeping,2
06-10-2024 08:44,20,Female,2,BBA General,5,49,12,Sometimes,1,1,On-Campus,Yes,Yes,2,5,Daily,5,4,2,3,Aggression - punching bag,4
06-10-2024 08:44,18,Male,5,Core Engineering,4,47,12,Always,4,2,Off-Campus,No,Yes,2,3,Frequently,4,6,2,5,Playing Games,5
06-10-2024 08:44,28,Male,2,Robotics and Automation,4,54,11,Never,2,5,On-Campus,No,Yes,1,3,Sometimes,2,9,3,3,Aggression - punching bag,5
06-10-2024 08:44,26,Female,1,Core Engineering,7,25,13,Never,1,3,Off-Campus,Yes,Yes,3,7,Daily,1,3,2,1,Sleeping,2
06-10-2024 08:44,26,Male,3,Core Engineering,7,21,14,Frequently,4,5,Off-Campus,Yes,Yes,2,5,Sometimes,2,3,3,5,Listening to Music,2
06-10-2024 08:44,19,Female,3,Law,5,35,0,Rarely,2,4,Off-Campus,No,No,1,5,Sometimes,3,6,5,5,Playing Games,4
06-10-2024 08:44,19,Female,5,Civil Engineering,7,17,11,Rarely,1,4,On-Campus,Yes,Yes,4,6,Daily,5,9,2,3,Sleeping,2
06-10-2024 08:44,27,Female,4,Law,10,7,13,Sometimes,4,5,On-Campus,No,Yes,4,8,Never,3,2,4,5,Listening to Music,0
06-10-2024 08:44,29,Male,3,Robotics and Automation,9,11,14,Frequently,2,1,On-Campus,No,Yes,4,8,Frequently,2,4,5,3,Aggression - punching bag,0
06-10-2024 08:44,27,Female,3,Core Engineering,5,29,9,Never,5,2,On-Campus,Yes,Yes,4,5,Daily,1,0,4,1,Aggression - punching bag,3
06-10-2024 08:44,22,Male,2,BBA General,5,26,4,Rarely,2,4,Off-Campus,Yes,Yes,5,5,Rarely,5,2,4,3,Sleeping,3
06-10-2024 08:44,28,Male,4,BBA General,7,23,4,Frequently,2,1,With Family,Yes,No,4,6,Never,1,1,5,4,Sleeping,2
06-10-2024 08:44,18,Female,5,Electronics and Communication,5,37,5,Sometimes,3,5,On-Campus,No,Yes,4,3,Daily,4,5,1,4,Listening to Music,4
06-10-2024 08:44,26,Male,2,Law,6,35,0,Never,1,2,On-Campus,Yes,Yes,4,5,Sometimes,1,9,2,5,Exercise,3
06-10-2024 08:44,22,Female,4,Civil Engineering,5,25,6,Never,4,4,On-Campus,No,Yes,3,6,Daily,4,4,3,5,Sleeping,3
06-10-2024 08:44,20,Male,1,Core Engineering,8,8,2,Sometimes,3,2,On-Campus,No,Yes,1,7,Daily,4,7,1,4,Sleeping,0
06-10-2024 08:44,26,Female,1,BBA General,8,12,2,Sometimes,4,3,Off-Campus,Yes,No,3,7,Frequently,1,4,5,5,Listening to Music,1
06-10-2024 08:44,26,Male,1,BBA General,8,16,5,Always,2,2,With Family,Yes,Yes,1,8,Sometimes,3,8,2,2,Aggression - punching bag,1
06-10-2024 08:44,23,Male,4,Core Engineering,5,47,12,Always,2,1,Off-Campus,Yes,Yes,5,2,Never,5,5,1,1,Listening to Music,5
06-10-2024 08:44,24,Male,3,Robotics and Automation,8,14,9,Sometimes,4,2,With Family,Yes,No,5,6,Sometimes,1,3,2,5,Aggression - punching bag,1
06-10-2024 08:44,25,Female,1,BBA General,7,11,10,Frequently,2,4,With Family,Yes,No,3,7,Daily,5,1,1,2,Playing Games,1
06-10-2024 08:44,28,Female,2,Core Engineering,5,40,1,Always,5,2,With Family,No,Yes,5,4,Rarely,1,0,3,1,Listening to Music,4
06-10-2024 08:44,26,Female,2,Robotics and Automation,9,8,3,Never,4,3,Off-Campus,Yes,Yes,1,8,Frequently,1,8,4,4,Exercise,0
06-10-2024 08:44,25,Female,5,Law,9,15,5,Sometimes,1,4,On-Campus,No,Yes,1,6,Daily,1,7,4,2,Aggression - punching bag,1
06-10-2024 08:44,24,Male,5,Core Engineering,6,29,6,Always,2,4,Off-Campus,Yes,Yes,3,6,Sometimes,5,6,2,2,Sleeping,2
06-10-2024 08:44,23,Male,4,Civil Engineering,8,16,14,Sometimes,4,1,On-Campus,Yes,No,1,6,Never,4,7,5,3,Playing Games,2
06-10-2024 08:44,28,Male,1,Electronics and Communication,6,39,13,Never,1,1,Off-Campus,No,Yes,3,5,Daily,1,8,5,1,Listening to Music,3
06-10-2024 08:44,29,Male,5,Core Engineering,8,10,3,Never,2,4,On-Campus,Yes,No,4,7,Sometimes,1,4,5,3,Exercise,1
06-10-2024 08:44,18,Male,5,Robotics and Automation,4,58,5,Frequently,1,3,On-Campus,Yes,Yes,5,3,Frequently,3,8,3,4,Aggression - punching bag,5
06-10-2024 08:44,20,Male,5,BBA General,8,14,8,Frequently,5,1,With Family,Yes,Yes,5,8,Rarely,2,6,3,4,Listening to Music,0
06-10-2024 08:44,19,Male,5,Law,5,42,3,Sometimes,3,3,With Family,No,No,1,3,Sometimes,4,5,5,5,Playing Games,4
06-10-2024 08:44,29,Male,2,BBA General,7,17,7,Rarely,1,1,With Family,No,No,1,6,Daily,5,9,3,1,Aggression - punching bag,2
06-10-2024 08:44,20,Female,5,Robotics and Automation,9,8,2,Always,2,1,With Family,Yes,Yes,4,8,Rarely,3,9,2,3,Exercise,0
06-10-2024 08:44,23,Male,2,Civil Engineering,9,9,8,Rarely,5,3,Off-Campus,No,Yes,4,8,Rarely,4,5,4,3,Aggression - punching bag,0
06-10-2024 08:44,19,Male,5,Law,5,31,1,Always,1,4,Off-Campus,No,Yes,5,6,Sometimes,5,3,5,1,Aggression - punching bag,3
06-10-2024 08:44,28,Male,1,Electronics and Communication,4,59,13,Never,1,1,Off-Campus,No,Yes,3,3,Daily,1,8,5,1,Listening to Music,5
06-10-2024 08:44,25,Male,3,BBA General,5,38,9,Sometimes,1,2,On-Campus,Yes,Yes,4,4,Rarely,2,8,3,3,Aggression - punching bag,4
06-10-2024 08:44,26,Female,5,Civil Engineering,7,34,3,Always,1,1,On-Campus,No,No,4,6,Sometimes,5,5,1,4,Exercise,3
06-10-2024 08:44,21,Female,1,Law,7,29,5,Frequently,5,4,Off-Campus,No,No,1,6,Frequently,5,8,2,1,Exercise,3
06-10-2024 08:44,27,Male,1,Electronics and Communication,6,28,7,Frequently,3,1,Off-Campus,No,Yes,2,4,Rarely,3,1,5,3,Sleeping,3
06-10-2024 08:44,22,Male,3,Electronics and Communication,7,19,8,Never,3,4,Off-Campus,Yes,Yes,5,6,Daily,2,7,1,4,Listening to Music,2
06-10-2024 08:44,19,Female,5,Civil Engineering,4,53,6,Frequently,1,1,With Family,No,No,4,3,Never,3,8,1,2,Sleeping,5
06-10-2024 08:44,29,Male,3,Law,6,43,3,Always,2,5,Off-Campus,No,No,1,3,Rarely,5,0,3,2,Exercise,4
06-10-2024 08:44,28,Male,2,Robotics and Automation,7,20,4,Always,1,2,Off-Campus,Yes,Yes,1,7,Frequently,5,2,1,4,Exercise,2
06-10-2024 08:44,20,Female,3,Civil Engineering,7,15,12,Never,2,2,Off-Campus,No,No,5,5,Frequently,5,1,2,2,Sleeping,2
06-10-2024 08:44,18,Male,5,Law,8,6,13,Frequently,5,3,With Family,Yes,No,2,8,Never,5,6,3,5,Sleeping,0
06-10-2024 08:44,29,Female,5,Core Engineering,4,47,13,Always,4,1,Off-Campus,No,No,1,4,Never,2,0,1,1,Playing Games,5
06-10-2024 08:44,23,Female,4,Robotics and Automation,4,38,3,Sometimes,2,2,On-Campus,Yes,No,1,4,Daily,3,0,5,1,Listening to Music,4
06-10-2024 08:44,29,Female,3,Civil Engineering,6,32,4,Sometimes,2,4,With Family,No,Yes,4,6,Rarely,2,7,2,3,Listening to Music,3
06-10-2024 08:44,27,Male,3,Robotics and Automation,9,9,1,Always,3,5,With Family,Yes,Yes,1,8,Daily,3,8,3,4,Sleeping,0
06-10-2024 08:44,19,Female,3,Law,4,45,0,Rarely,2,4,Off-Campus,No,No,1,4,Sometimes,3,6,5,5,Playing Games,5
06-10-2024 08:44,27,Female,3,BBA General,6,26,13,Rarely,2,3,On-Campus,No,Yes,1,6,Frequently,5,9,5,3,Exercise,2
06-10-2024 08:44,18,Female,4,Law,4,46,0,Never,1,4,On-Campus,Yes,No,2,4,Sometimes,3,7,2,1,Exercise,4
06-10-2024 08:44,28,Female,1,Electronics and Communication,4,58,9,Frequently,2,3,With Family,Yes,No,5,3,Never,3,1,1,2,Sleeping,5
06-10-2024 08:44,29,Male,4,Civil Engineering,5,41,7,Rarely,5,5,On-Campus,No,No,1,4,Daily,4,4,5,5,Sleeping,4
06-10-2024 08:44,20,Female,3,Core Engineering,6,18,2,Frequently,1,1,Off-Campus,No,No,1,5,Never,1,7,1,3,Sleeping,2
06-10-2024 08:44,20,Male,4,Civil Engineering,6,39,10,Never,4,3,Off-Campus,No,No,3,6,Frequently,3,2,1,3,Playing Games,3
06-10-2024 08:44,23,Male,3,Core Engineering,4,59,9,Always,1,4,Off-Campus,Yes,Yes,5,2,Daily,3,5,5,1,Sleeping,5
06-10-2024 08:44,23,Female,4,Civil Engineering,8,19,2,Sometimes,3,4,Off-Campus,No,No,3,6,Never,2,3,1,5,Aggression - punching bag,2
06-10-2024 08:44,28,Male,4,Core Engineering,7,11,14,Never,3,2,With Family,No,Yes,3,6,Frequently,3,8,3,2,Exercise,1
06-10-2024 08:44,21,Male,5,BBA General,4,46,3,Rarely,5,1,Off-Campus,No,No,1,3,Frequently,3,0,5,3,Aggression - punching bag,5
06-10-2024 08:44,19,Female,2,Civil Engineering,6,35,4,Always,4,3,With Family,Yes,Yes,4,6,Rarely,5,8,1,1,Aggression - punching bag,3
06-10-2024 08:44,22,Male,5,Electronics and Communication,5,48,1,Always,4,5,With Family,No,Yes,5,2,Rarely,3,1,4,4,Listening to Music,5
06-10-2024 08:44,26,Male,5,Robotics and Automation,6,49,9,Never,3,3,Off-Campus,Yes,No,5,3,Daily,5,8,4,2,Exercise,4
06-10-2024 08:44,28,Female,3,Law,9,14,1,Never,2,2,Off-Campus,Yes,No,2,7,Sometimes,5,3,4,4,Aggression - punching bag,0
06-10-2024 08:44,19,Male,4,BBA General,5,53,3,Never,2,3,Off-Campus,No,Yes,1,3,Rarely,4,7,2,1,Playing Games,5
06-10-2024 08:44,28,Male,3,Civil Engineering,5,36,0,Frequently,1,1,With Family,Yes,Yes,4,3,Rarely,4,9,5,2,Playing Games,4
06-10-2024 08:44,22,Male,3,Civil Engineering,4,53,0,Frequently,2,2,Off-Campus,No,Yes,3,4,Frequently,3,1,4,1,Aggression - punching bag,5
06-10-2024 08:44,24,Male,2,Civil Engineering,7,34,5,Rarely,2,3,On-Campus,No,No,1,5,Rarely,4,1,1,1,Sleeping,3
06-10-2024 08:44,27,Male,2,BBA General,7,23,2,Sometimes,3,3,With Family,No,Yes,3,5,Sometimes,2,8,3,2,Exercise,2
06-10-2024 08:44,18,Male,2,Civil Engineering,8,19,1,Never,2,4,On-Campus,Yes,No,5,6,Rarely,5,2,4,5,Playing Games,2
06-10-2024 08:44,18,Male,1,Civil Engineering,7,24,5,Rarely,1,4,With Family,Yes,Yes,1,8,Daily,2,4,2,1,Listening to Music,1
06-10-2024 08:44,21,Female,2,Electronics and Communication,8,19,8,Always,4,5,With Family,No,No,2,7,Frequently,1,3,5,1,Sleeping,1
